,Exp3ImputeRMSE
/tpot2_base_normal_MAR_0.01/,0.2890201789256995
/tpot2_base_normal_MAR_0.1/,0.35513251816032687
/tpot2_base_normal_MAR_0.3/,0.5818232206129152
/tpot2_base_normal_MAR_0.5/,0.28283309583041283
/tpot2_base_normal_MAR_0.9/,0.6624274506211592
/tpot2_base_normal_MNAR_0.01/,0.5040200171083803
/tpot2_base_normal_MNAR_0.1/,0.5348346849855563
/tpot2_base_normal_MNAR_0.3/,0.47986141287168044
/tpot2_base_normal_MNAR_0.5/,0.5200710757532369
/tpot2_base_normal_MNAR_0.9/,0.8988945720340006
/tpot2_base_normal_MCAR_0.01/,0.5393672088553649
/tpot2_base_normal_MCAR_0.1/,0.48185531344613364
/tpot2_base_normal_MCAR_0.3/,0.4658424158810852
/tpot2_base_normal_MCAR_0.5/,0.5305447170671759
/tpot2_base_normal_MCAR_0.9/,0.5119694140043428
/tpot2_base_imputation_MAR_0.01/,0.2495788216533191
/tpot2_base_imputation_MAR_0.1/,
/tpot2_base_imputation_MAR_0.3/,0.2852738162506287
/tpot2_base_imputation_MAR_0.5/,0.2544652600623786
/tpot2_base_imputation_MAR_0.9/,0.6509173732232526
/tpot2_base_imputation_MNAR_0.01/,1.6960413650514792
/tpot2_base_imputation_MNAR_0.1/,
/tpot2_base_imputation_MNAR_0.3/,
/tpot2_base_imputation_MNAR_0.5/,
/tpot2_base_imputation_MNAR_0.9/,0.5132267495226712
/tpot2_base_imputation_MCAR_0.01/,0.4286611891422628
/tpot2_base_imputation_MCAR_0.1/,
/tpot2_base_imputation_MCAR_0.3/,0.5008087672180105
/tpot2_base_imputation_MCAR_0.5/,0.5495233451971723
/tpot2_base_imputation_MCAR_0.9/,0.5491925663090927
