,Exp3ImputeRMSE
/tpot2_base_normal_MAR_0.01/,97958.88869216735
/tpot2_base_normal_MAR_0.1/,167046.50472469974
/tpot2_base_normal_MAR_0.3/,61643.928907735964
/tpot2_base_normal_MAR_0.5/,71758.39392043553
/tpot2_base_normal_MAR_0.9/,159045.37895448515
/tpot2_base_normal_MNAR_0.01/,124916.98939670809
/tpot2_base_normal_MNAR_0.1/,105532.28872517712
/tpot2_base_normal_MNAR_0.3/,122514.92987374887
/tpot2_base_normal_MNAR_0.5/,113259.36958362647
/tpot2_base_normal_MNAR_0.9/,108611.71869477579
/tpot2_base_normal_MCAR_0.01/,280786.6042675993
/tpot2_base_normal_MCAR_0.1/,111565.74002594531
/tpot2_base_normal_MCAR_0.3/,112008.88494579686
/tpot2_base_normal_MCAR_0.5/,103695.47056353898
/tpot2_base_normal_MCAR_0.9/,117432.53244324456
/tpot2_base_imputation_MAR_0.01/,82588.00053283601
/tpot2_base_imputation_MAR_0.1/,
/tpot2_base_imputation_MAR_0.3/,67770.84661836724
/tpot2_base_imputation_MAR_0.5/,120626.02030955588
/tpot2_base_imputation_MAR_0.9/,42564.178853100115
/tpot2_base_imputation_MNAR_0.01/,143802.80056459722
/tpot2_base_imputation_MNAR_0.1/,
/tpot2_base_imputation_MNAR_0.3/,114452.24434781003
/tpot2_base_imputation_MNAR_0.5/,
/tpot2_base_imputation_MNAR_0.9/,109697.92240814905
/tpot2_base_imputation_MCAR_0.01/,114512.90386559085
/tpot2_base_imputation_MCAR_0.1/,128098.60083364442
/tpot2_base_imputation_MCAR_0.3/,
/tpot2_base_imputation_MCAR_0.5/,109296.51813446227
/tpot2_base_imputation_MCAR_0.9/,109614.06251117573
