,Exp3ImputeRMSE
/tpot2_base_normal_MAR_0.01/,0.8252481340534014
/tpot2_base_normal_MAR_0.1/,0.8155994959680447
/tpot2_base_normal_MAR_0.3/,0.9604532438593497
/tpot2_base_normal_MAR_0.5/,0.8568759707203453
/tpot2_base_normal_MAR_0.9/,0.8127412841548742
/tpot2_base_normal_MNAR_0.01/,0.83901571404894
/tpot2_base_normal_MNAR_0.1/,0.8377818970071598
/tpot2_base_normal_MNAR_0.3/,0.8337662770733406
/tpot2_base_normal_MNAR_0.5/,0.8318472371330841
/tpot2_base_normal_MNAR_0.9/,0.8339890714258882
/tpot2_base_normal_MCAR_0.01/,0.8262814997028973
/tpot2_base_normal_MCAR_0.1/,0.8293372004938394
/tpot2_base_normal_MCAR_0.3/,0.8340828752972058
/tpot2_base_normal_MCAR_0.5/,0.835625250252391
/tpot2_base_normal_MCAR_0.9/,0.8341278577596698
/tpot2_base_imputation_MAR_0.01/,0.8100053069487063
/tpot2_base_imputation_MAR_0.1/,0.8527766217005226
/tpot2_base_imputation_MAR_0.3/,0.8512816412005103
/tpot2_base_imputation_MAR_0.5/,
/tpot2_base_imputation_MAR_0.9/,0.8561447022216935
/tpot2_base_imputation_MNAR_0.01/,0.8410909895830497
/tpot2_base_imputation_MNAR_0.1/,
/tpot2_base_imputation_MNAR_0.3/,
/tpot2_base_imputation_MNAR_0.5/,0.8348326357299514
/tpot2_base_imputation_MNAR_0.9/,0.8347698450237164
/tpot2_base_imputation_MCAR_0.01/,
/tpot2_base_imputation_MCAR_0.1/,
/tpot2_base_imputation_MCAR_0.3/,
/tpot2_base_imputation_MCAR_0.5/,0.8315236880422323
/tpot2_base_imputation_MCAR_0.9/,0.8348575205865131
