,Exp3ImputeRMSE
/tpot2_base_normal_MAR_0.01/,4.087868458422465
/tpot2_base_normal_MAR_0.1/,5.509394520049728
/tpot2_base_normal_MAR_0.3/,6.283449071788697
/tpot2_base_normal_MAR_0.5/,3.9697323791122034
/tpot2_base_normal_MAR_0.9/,5.465611894983873
/tpot2_base_normal_MNAR_0.01/,25.041719114837445
/tpot2_base_normal_MNAR_0.1/,5.123020478659431
/tpot2_base_normal_MNAR_0.3/,5.16605262824352
/tpot2_base_normal_MNAR_0.5/,5.83989498943783
/tpot2_base_normal_MNAR_0.9/,5.041002678711161
/tpot2_base_normal_MCAR_0.01/,4.582352903542083
/tpot2_base_normal_MCAR_0.1/,20.47031838569029
/tpot2_base_normal_MCAR_0.3/,4.978069120957137
/tpot2_base_normal_MCAR_0.5/,21.382514694325234
/tpot2_base_normal_MCAR_0.9/,5.037987913659322
/tpot2_base_imputation_MAR_0.01/,4.43425757194109
/tpot2_base_imputation_MAR_0.1/,
/tpot2_base_imputation_MAR_0.3/,5.7393654515724215
/tpot2_base_imputation_MAR_0.5/,4.089620863534262
/tpot2_base_imputation_MAR_0.9/,5.945591392419347
/tpot2_base_imputation_MNAR_0.01/,5.113803285476789
/tpot2_base_imputation_MNAR_0.1/,3.768608738277592
/tpot2_base_imputation_MNAR_0.3/,5.294611634849005
/tpot2_base_imputation_MNAR_0.5/,6.212222520845472
/tpot2_base_imputation_MNAR_0.9/,4.9857383307643595
/tpot2_base_imputation_MCAR_0.01/,3.3317891944664866
/tpot2_base_imputation_MCAR_0.1/,3.622834738979666
/tpot2_base_imputation_MCAR_0.3/,5.270158615479272
/tpot2_base_imputation_MCAR_0.5/,4.0545690340150164
/tpot2_base_imputation_MCAR_0.9/,5.027044547746554
