,Exp3ImputeRMSE
/tpot2_base_normal_MAR_0.01/,985.5834615488633
/tpot2_base_normal_MAR_0.1/,128353.73488420015
/tpot2_base_normal_MAR_0.3/,983.0539621396283
/tpot2_base_normal_MAR_0.5/,119933.16929467053
/tpot2_base_normal_MAR_0.9/,57551.94225069728
/tpot2_base_normal_MNAR_0.01/,40022.61041154436
/tpot2_base_normal_MNAR_0.1/,85702.4204093306
/tpot2_base_normal_MNAR_0.3/,39620.31683111996
/tpot2_base_normal_MNAR_0.5/,41873.3029714513
/tpot2_base_normal_MNAR_0.9/,40934.05702442595
/tpot2_base_normal_MCAR_0.01/,42494.102185406
/tpot2_base_normal_MCAR_0.1/,43528.04136586562
/tpot2_base_normal_MCAR_0.3/,81386.28684837448
/tpot2_base_normal_MCAR_0.5/,41199.159952433954
/tpot2_base_normal_MCAR_0.9/,40174.35053954013
/tpot2_base_imputation_MAR_0.01/,146.85737318231662
/tpot2_base_imputation_MAR_0.1/,34344.959127316426
/tpot2_base_imputation_MAR_0.3/,1690.9532058385207
/tpot2_base_imputation_MAR_0.5/,316.56765835434663
/tpot2_base_imputation_MAR_0.9/,
/tpot2_base_imputation_MNAR_0.01/,32001.271386162985
/tpot2_base_imputation_MNAR_0.1/,45193.367268756156
/tpot2_base_imputation_MNAR_0.3/,41652.60203988922
/tpot2_base_imputation_MNAR_0.5/,39156.90484229033
/tpot2_base_imputation_MNAR_0.9/,
/tpot2_base_imputation_MCAR_0.01/,
/tpot2_base_imputation_MCAR_0.1/,
/tpot2_base_imputation_MCAR_0.3/,83563.10329545419
/tpot2_base_imputation_MCAR_0.5/,40372.5122412876
/tpot2_base_imputation_MCAR_0.9/,40350.42216757463
