,Exp3ImputeRMSE
/tpot2_base_normal_MAR_0.01/,
/tpot2_base_normal_MAR_0.1/,
/tpot2_base_normal_MAR_0.3/,
/tpot2_base_normal_MAR_0.5/,
/tpot2_base_normal_MAR_0.9/,
/tpot2_base_normal_MNAR_0.01/,
/tpot2_base_normal_MNAR_0.1/,
/tpot2_base_normal_MNAR_0.3/,
/tpot2_base_normal_MNAR_0.5/,
/tpot2_base_normal_MNAR_0.9/,
/tpot2_base_normal_MCAR_0.01/,409.5226807967497
/tpot2_base_normal_MCAR_0.1/,791.3066141239249
/tpot2_base_normal_MCAR_0.3/,716.9227767738606
/tpot2_base_normal_MCAR_0.5/,759.237594045523
/tpot2_base_normal_MCAR_0.9/,739.841457391698
/tpot2_base_imputation_MAR_0.01/,
/tpot2_base_imputation_MAR_0.1/,
/tpot2_base_imputation_MAR_0.3/,
/tpot2_base_imputation_MAR_0.5/,
/tpot2_base_imputation_MAR_0.9/,
/tpot2_base_imputation_MNAR_0.01/,
/tpot2_base_imputation_MNAR_0.1/,
/tpot2_base_imputation_MNAR_0.3/,
/tpot2_base_imputation_MNAR_0.5/,
/tpot2_base_imputation_MNAR_0.9/,
/tpot2_base_imputation_MCAR_0.01/,6.42880544686835
/tpot2_base_imputation_MCAR_0.1/,3.866482080256697
/tpot2_base_imputation_MCAR_0.3/,712.4966237106504
/tpot2_base_imputation_MCAR_0.5/,733.4946690151771
/tpot2_base_imputation_MCAR_0.9/,4.1149178630451235
