,Exp3ImputeRMSE
/tpot2_base_normal_MAR_0.01/,1.025362473302638
/tpot2_base_normal_MAR_0.1/,1.0715359430465583
/tpot2_base_normal_MAR_0.3/,1.0801861742152412
/tpot2_base_normal_MAR_0.5/,1.111405240577307
/tpot2_base_normal_MAR_0.9/,1.0793023108607538
/tpot2_base_normal_MNAR_0.01/,1.1744594840061184
/tpot2_base_normal_MNAR_0.1/,1.0900952944126203
/tpot2_base_normal_MNAR_0.3/,1.0913424696544292
/tpot2_base_normal_MNAR_0.5/,1.0848189896032094
/tpot2_base_normal_MNAR_0.9/,1.0845050320199068
/tpot2_base_normal_MCAR_0.01/,1.0294713513368259
/tpot2_base_normal_MCAR_0.1/,1.0747963201999038
/tpot2_base_normal_MCAR_0.3/,1.0904984553181787
/tpot2_base_normal_MCAR_0.5/,1.0852368366585259
/tpot2_base_normal_MCAR_0.9/,1.0864703818704082
/tpot2_base_imputation_MAR_0.01/,
/tpot2_base_imputation_MAR_0.1/,1.0252168016708618
/tpot2_base_imputation_MAR_0.3/,1.0773688305066096
/tpot2_base_imputation_MAR_0.5/,
/tpot2_base_imputation_MAR_0.9/,1.0839134435113214
/tpot2_base_imputation_MNAR_0.01/,
/tpot2_base_imputation_MNAR_0.1/,
/tpot2_base_imputation_MNAR_0.3/,1.083233392857824
/tpot2_base_imputation_MNAR_0.5/,
/tpot2_base_imputation_MNAR_0.9/,
/tpot2_base_imputation_MCAR_0.01/,1.1141452681091613
/tpot2_base_imputation_MCAR_0.1/,
/tpot2_base_imputation_MCAR_0.3/,1.0900681596490291
/tpot2_base_imputation_MCAR_0.5/,1.0963210181182705
/tpot2_base_imputation_MCAR_0.9/,1.07504530806003
