,Exp3ImputeRMSE
/tpot2_base_normal_MAR_0.01/,4.559875410283844
/tpot2_base_normal_MAR_0.1/,3.116678642077247
/tpot2_base_normal_MAR_0.3/,2.658086916283511
/tpot2_base_normal_MAR_0.5/,4.393526696789655
/tpot2_base_normal_MAR_0.9/,2.787642761298754
/tpot2_base_normal_MNAR_0.01/,3.0116069091770274
/tpot2_base_normal_MNAR_0.1/,4.084595661092863
/tpot2_base_normal_MNAR_0.3/,4.789892283533906
/tpot2_base_normal_MNAR_0.5/,4.485301548352073
/tpot2_base_normal_MNAR_0.9/,4.1898655549482955
/tpot2_base_normal_MCAR_0.01/,2.7548716316877573
/tpot2_base_normal_MCAR_0.1/,2.7874903585042348
/tpot2_base_normal_MCAR_0.3/,4.243031937488368
/tpot2_base_normal_MCAR_0.5/,4.288891163453455
/tpot2_base_normal_MCAR_0.9/,4.248899294692236
/tpot2_base_imputation_MAR_0.01/,4.081200076495527
/tpot2_base_imputation_MAR_0.1/,
/tpot2_base_imputation_MAR_0.3/,
/tpot2_base_imputation_MAR_0.5/,2.0370367188470686
/tpot2_base_imputation_MAR_0.9/,2.7276064386247407
/tpot2_base_imputation_MNAR_0.01/,
/tpot2_base_imputation_MNAR_0.1/,
/tpot2_base_imputation_MNAR_0.3/,4.516762712241784
/tpot2_base_imputation_MNAR_0.5/,
/tpot2_base_imputation_MNAR_0.9/,2.78141697138736
/tpot2_base_imputation_MCAR_0.01/,2.0285922632686577
/tpot2_base_imputation_MCAR_0.1/,2.8052382211931226
/tpot2_base_imputation_MCAR_0.3/,4.220945909340985
/tpot2_base_imputation_MCAR_0.5/,2.798553675806763
/tpot2_base_imputation_MCAR_0.9/,2.801889146435877
