,Exp3ImputeRMSE
/tpot2_base_normal_MAR_0.01/,95.38868363685361
/tpot2_base_normal_MAR_0.1/,28.953483653373862
/tpot2_base_normal_MAR_0.3/,56.92295827295157
/tpot2_base_normal_MAR_0.5/,37.56989928651944
/tpot2_base_normal_MAR_0.9/,40.27981085029833
/tpot2_base_normal_MNAR_0.01/,56.75443463297485
/tpot2_base_normal_MNAR_0.1/,43.014685133383615
/tpot2_base_normal_MNAR_0.3/,57.6717838793454
/tpot2_base_normal_MNAR_0.5/,76.43318968269132
/tpot2_base_normal_MNAR_0.9/,40.628772765724115
/tpot2_base_normal_MCAR_0.01/,38.0139098024017
/tpot2_base_normal_MCAR_0.1/,39.58370542718527
/tpot2_base_normal_MCAR_0.3/,38.774623225366575
/tpot2_base_normal_MCAR_0.5/,40.19712435871148
/tpot2_base_normal_MCAR_0.9/,40.46923618890241
/tpot2_base_imputation_MAR_0.01/,26.768028500253823
/tpot2_base_imputation_MAR_0.1/,
/tpot2_base_imputation_MAR_0.3/,69.86712081879242
/tpot2_base_imputation_MAR_0.5/,58.990497334454794
/tpot2_base_imputation_MAR_0.9/,106.42094696737058
/tpot2_base_imputation_MNAR_0.01/,25.24620597665964
/tpot2_base_imputation_MNAR_0.1/,38.61378083023172
/tpot2_base_imputation_MNAR_0.3/,37.96278845079652
/tpot2_base_imputation_MNAR_0.5/,39.52492572784403
/tpot2_base_imputation_MNAR_0.9/,39.794531392890704
/tpot2_base_imputation_MCAR_0.01/,
/tpot2_base_imputation_MCAR_0.1/,38.08689174234282
/tpot2_base_imputation_MCAR_0.3/,
/tpot2_base_imputation_MCAR_0.5/,40.06798125753608
/tpot2_base_imputation_MCAR_0.9/,40.044202598621304
