,Exp3ImputeRMSE
/tpot2_base_normal_MAR_0.01/,1573.357002445045
/tpot2_base_normal_MAR_0.1/,1629.299263164624
/tpot2_base_normal_MAR_0.3/,1559.2722088628827
/tpot2_base_normal_MAR_0.5/,1496.20335226098
/tpot2_base_normal_MAR_0.9/,1510.4484476655343
/tpot2_base_normal_MNAR_0.01/,1658.5034403837412
/tpot2_base_normal_MNAR_0.1/,1526.9980911059736
/tpot2_base_normal_MNAR_0.3/,1533.1894832511084
/tpot2_base_normal_MNAR_0.5/,1510.9803171504664
/tpot2_base_normal_MNAR_0.9/,1503.2007896357632
/tpot2_base_normal_MCAR_0.01/,1565.3205022643638
/tpot2_base_normal_MCAR_0.1/,1562.4567843528655
/tpot2_base_normal_MCAR_0.3/,1485.427946403655
/tpot2_base_normal_MCAR_0.5/,1508.8988967554142
/tpot2_base_normal_MCAR_0.9/,1529.530541708633
/tpot2_base_imputation_MAR_0.01/,1553.8315834554237
/tpot2_base_imputation_MAR_0.1/,1852.9777605110255
/tpot2_base_imputation_MAR_0.3/,1726.439235097473
/tpot2_base_imputation_MAR_0.5/,1623.1744417357286
/tpot2_base_imputation_MAR_0.9/,1512.3115365528654
/tpot2_base_imputation_MNAR_0.01/,1685.8318290583363
/tpot2_base_imputation_MNAR_0.1/,1684.1264084329862
/tpot2_base_imputation_MNAR_0.3/,
/tpot2_base_imputation_MNAR_0.5/,1626.2068128723922
/tpot2_base_imputation_MNAR_0.9/,1517.0513443580992
/tpot2_base_imputation_MCAR_0.01/,
/tpot2_base_imputation_MCAR_0.1/,
/tpot2_base_imputation_MCAR_0.3/,
/tpot2_base_imputation_MCAR_0.5/,
/tpot2_base_imputation_MCAR_0.9/,1528.8298007792628
