,Exp3ImputeRMSE
/tpot2_base_normal_MAR_0.01/,8.388632693077763
/tpot2_base_normal_MAR_0.1/,54949536.21918709
/tpot2_base_normal_MAR_0.3/,1.4193432660639889
/tpot2_base_normal_MAR_0.5/,1.360681527613267
/tpot2_base_normal_MAR_0.9/,6258472.497643772
/tpot2_base_normal_MNAR_0.01/,3953362.5200802376
/tpot2_base_normal_MNAR_0.1/,32039458.921244465
/tpot2_base_normal_MNAR_0.3/,4271060.130965972
/tpot2_base_normal_MNAR_0.5/,4540814.241586505
/tpot2_base_normal_MNAR_0.9/,4475968.253644599
/tpot2_base_normal_MCAR_0.01/,2108417.8221678585
/tpot2_base_normal_MCAR_0.1/,12980567.11156411
/tpot2_base_normal_MCAR_0.3/,4558672.471603958
/tpot2_base_normal_MCAR_0.5/,4232157.276696205
/tpot2_base_normal_MCAR_0.9/,4316933.44125406
/tpot2_base_imputation_MAR_0.01/,1.3249932445997432
/tpot2_base_imputation_MAR_0.1/,5003952.704345594
/tpot2_base_imputation_MAR_0.3/,7.7823454870316215
/tpot2_base_imputation_MAR_0.5/,0.8465213124882457
/tpot2_base_imputation_MAR_0.9/,6753414.450292995
/tpot2_base_imputation_MNAR_0.01/,
/tpot2_base_imputation_MNAR_0.1/,4685842.648301911
/tpot2_base_imputation_MNAR_0.3/,4548702.9648735365
/tpot2_base_imputation_MNAR_0.5/,4610209.775456063
/tpot2_base_imputation_MNAR_0.9/,4467640.336988536
/tpot2_base_imputation_MCAR_0.01/,7186790.462533294
/tpot2_base_imputation_MCAR_0.1/,3493919.759110087
/tpot2_base_imputation_MCAR_0.3/,4493135.361394744
/tpot2_base_imputation_MCAR_0.5/,4476205.913486916
/tpot2_base_imputation_MCAR_0.9/,37478790.041110896
