,Exp3ImputeRMSE
/tpot2_base_normal_MAR_0.01/,
/tpot2_base_normal_MAR_0.1/,0.29034042358273676
/tpot2_base_normal_MAR_0.3/,
/tpot2_base_normal_MAR_0.5/,0.2875842037560975
/tpot2_base_normal_MAR_0.9/,
/tpot2_base_normal_MNAR_0.01/,0.29196528633794105
/tpot2_base_normal_MNAR_0.1/,0.5794746471015716
/tpot2_base_normal_MNAR_0.3/,0.28991544209662706
/tpot2_base_normal_MNAR_0.5/,0.5803354509492686
/tpot2_base_normal_MNAR_0.9/,0.2880570219394443
/tpot2_base_normal_MCAR_0.01/,
/tpot2_base_normal_MCAR_0.1/,
/tpot2_base_normal_MCAR_0.3/,
/tpot2_base_normal_MCAR_0.5/,
/tpot2_base_normal_MCAR_0.9/,
/tpot2_base_imputation_MAR_0.01/,
/tpot2_base_imputation_MAR_0.1/,0.5741626081408334
/tpot2_base_imputation_MAR_0.3/,
/tpot2_base_imputation_MAR_0.5/,
/tpot2_base_imputation_MAR_0.9/,
/tpot2_base_imputation_MNAR_0.01/,0.30601982303549474
/tpot2_base_imputation_MNAR_0.1/,
/tpot2_base_imputation_MNAR_0.3/,
/tpot2_base_imputation_MNAR_0.5/,0.4483362244191123
/tpot2_base_imputation_MNAR_0.9/,
/tpot2_base_imputation_MCAR_0.01/,
/tpot2_base_imputation_MCAR_0.1/,
/tpot2_base_imputation_MCAR_0.3/,
/tpot2_base_imputation_MCAR_0.5/,
/tpot2_base_imputation_MCAR_0.9/,
